EXT1,EXT2,EXT3,EXT4,EXT5,EST1,EST2,EST3,EST4,EST5,AGR1,AGR2,AGR3,AGR4,AGR5,CSN1,CSN2,CSN3,CSN4,CSN5,OPN1,OPN2,OPN3,OPN4,OPN5,dateload,screenw,screenh,introelapse,testelapse,endelapse,IPC,country,lat_appx_lots_of_err,long_appx_lots_of_err
1.0,4.0,2.0,4.0,1.0,4.0,2.0,5.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,2018-03-31 07:33:40,360.0,640.0,22.0,483.0,17,1,DE,52.2167,9.9667
2.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,1.0,5.0,1.0,4.0,1.0,5.0,2017-05-16 18:59:02,1080.0,1920.0,2.0,134.0,10,1,DE,50.3586,7.5812
3.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,1.0,5.0,2.0,5.0,1.0,3.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,2018-10-06 02:50:39,1536.0,864.0,35.0,379.0,17,1,DE,49.4883,8.4647
2.0,5.0,2.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,5.0,4.0,2.0,5.0,2018-07-28 02:11:14,360.0,740.0,4.0,442.0,25,1,DE,49.1236,9.197
3.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,1.0,5.0,1.0,5.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,1.0,5.0,2.0,5.0,2016-04-05 01:51:25,1920.0,1200.0,18.0,196.0,18,1,DE,49.4667,10.9667
1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,2.0,5.0,3.0,1.0,1.0,4.0,5.0,1.0,4.0,1.0,3.0,5.0,1.0,5.0,1.0,4.0,2018-08-16 09:51:08,1920.0,1080.0,11.0,121.0,7,1,DE,51.0,9.0
1.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,2017-09-14 11:34:38,1366.0,768.0,3.0,138.0,13,1,DE,49.2278,9.69
2.0,3.0,3.0,3.0,3.0,1.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,5.0,2.0,3.0,5.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,4.0,2018-07-19 01:14:55,1477.0,923.0,30.0,135.0,7,1,DE,48.1827,11.5759
1.0,5.0,2.0,5.0,1.0,4.0,3.0,5.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,5.0,1.0,1.0,4.0,5.0,0.0,3.0,2018-01-09 06:15:48,360.0,640.0,6.0,207.0,9,1,DE,51.0,9.0
2.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,2.0,2.0,2.0,5.0,1.0,5.0,1.0,3.0,1.0,4.0,2.0,4.0,5.0,1.0,5.0,1.0,4.0,2017-09-04 08:44:58,1920.0,1080.0,14.0,175.0,11,1,DE,49.3578,11.2433
3.0,2.0,5.0,3.0,4.0,1.0,5.0,2.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,4.0,3.0,5.0,1.0,4.0,5.0,1.0,5.0,1.0,4.0,2016-06-19 02:07:59,1366.0,768.0,58.0,300.0,23,1,DE,51.0,9.0
3.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,4.0,3.0,1.0,5.0,1.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,2017-06-19 08:47:49,1536.0,864.0,102.0,407.0,27,1,DE,48.9076,9.1776
2.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,4.0,2.0,2.0,1.0,5.0,2.0,4.0,5.0,1.0,4.0,1.0,3.0,2016-03-03 15:49:04,1366.0,768.0,31.0,163.0,8,1,DE,51.0,9.0
2.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,1.0,3.0,5.0,1.0,3.0,3.0,3.0,2.0,5.0,1.0,3.0,5.0,1.0,5.0,1.0,4.0,2017-05-25 04:53:35,375.0,667.0,72.0,195.0,15,1,DE,51.0,9.0
3.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,5.0,3.0,4.0,1.0,4.0,1.0,3.0,1.0,3.0,2016-12-31 19:20:12,1280.0,720.0,289.0,84485.0,9,1,DE,51.0,9.0
2.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,3.0,5.0,4.0,2.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,5.0,2016-03-12 12:20:14,360.0,640.0,14.0,222.0,25,1,DE,48.1,11.4
1.0,4.0,2.0,5.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,3.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,2016-07-28 13:54:47,360.0,592.0,3.0,321.0,7,1,DE,50.9398,10.7194
1.0,4.0,2.0,5.0,4.0,4.0,1.0,3.0,1.0,5.0,2.0,4.0,1.0,5.0,1.0,4.0,5.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,2018-08-31 16:20:38,320.0,568.0,12.0,439.0,16,1,DE,51.0,9.0
1.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,2018-09-30 02:56:10,1920.0,1080.0,4.0,116.0,9,1,DE,51.0,9.0
1.0,3.0,4.0,4.0,5.0,4.0,2.0,5.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,2.0,5.0,3.0,4.0,2017-08-02 02:17:27,1280.0,720.0,11.0,221.0,13,1,DE,53.6084,9.4688
3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,5.0,1.0,3.0,4.0,5.0,1.0,3.0,5.0,1.0,3.0,1.0,4.0,2018-10-16 09:53:56,2560.0,1440.0,30.0,208.0,13,1,DE,48.15,11.5833
1.0,5.0,4.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,5.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,2016-05-17 14:40:31,1366.0,768.0,111.0,1013.0,15,1,DE,50.9108,6.9616
1.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,2017-06-15 14:18:31,1280.0,720.0,4.0,302.0,17,1,DE,51.0,9.0
4.0,2.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,2016-04-18 07:26:29,1920.0,1080.0,120.0,159.0,10,1,DE,51.0,9.0
3.0,2.0,4.0,4.0,2.0,4.0,3.0,5.0,1.0,4.0,1.0,5.0,2.0,5.0,1.0,0.0,4.0,5.0,5.0,1.0,5.0,1.0,4.0,1.0,4.0,2017-08-25 17:07:35,1920.0,1080.0,2.0,200.0,10,1,DE,51.0,9.0
1.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,1.0,5.0,1.0,4.0,2018-09-25 16:35:43,412.0,732.0,16.0,223.0,26,1,DE,51.0,9.0
2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,1.0,5.0,2.0,4.0,1.0,5.0,2018-06-03 14:51:22,1920.0,1080.0,9.0,279.0,16,1,DE,48.3,11.4667
3.0,1.0,4.0,2.0,4.0,5.0,3.0,5.0,2.0,3.0,2.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,1.0,2.0,5.0,3.0,4.0,2.0,3.0,2018-09-11 06:40:47,360.0,640.0,63.0,174.0,14,1,DE,51.0,9.0
4.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,3.0,2018-03-23 03:48:59,1440.0,900.0,6.0,105.0,5,1,DE,52.3667,9.7167
2.0,5.0,3.0,5.0,2.0,2.0,4.0,5.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,2018-06-02 16:48:33,1920.0,1080.0,30.0,234.0,22,1,DE,52.9333,7.65
4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,2.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,1.0,4.0,2016-12-06 16:19:47,320.0,568.0,7.0,310.0,16,1,DE,48.1725,11.5284
1.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,1.0,5.0,2016-04-02 09:38:12,2560.0,1440.0,13.0,214.0,12,1,DE,49.0047,8.3858
2.0,4.0,3.0,4.0,2.0,2.0,5.0,3.0,5.0,2.0,2.0,3.0,1.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,2018-06-24 05:14:48,1920.0,1080.0,2.0,148.0,5,1,DE,51.0,9.0
2.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,5.0,2.0,3.0,2016-10-10 07:17:53,320.0,480.0,46.0,274.0,12,1,DE,51.0,9.0
1.0,4.0,2.0,4.0,3.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,2.0,5.0,1.0,2.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,2018-07-26 14:08:51,1280.0,800.0,7.0,719.0,9,1,DE,48.15,11.5833
1.0,5.0,2.0,5.0,2.0,4.0,3.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,5.0,2.0,5.0,5.0,3.0,2.0,5.0,1.0,5.0,1.0,3.0,2017-07-13 04:07:58,1920.0,1200.0,7.0,195.0,15,1,DE,51.0,9.0
1.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,1.0,3.0,2017-11-30 16:22:58,1366.0,768.0,2.0,207.0,7,1,DE,48.1203,11.5733
1.0,4.0,2.0,5.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,5.0,1.0,4.0,2018-02-09 08:16:18,1600.0,900.0,11.0,136.0,9,1,DE,52.5167,13.4
3.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,1.0,5.0,1.0,4.0,4.0,4.0,3.0,2.0,5.0,1.0,5.0,1.0,4.0,2018-02-06 02:25:01,360.0,640.0,7.0,205.0,10,1,DE,51.0,9.0
1.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,2018-10-05 03:46:23,408.0,791.0,6.0,273.0,10,1,DE,51.0,9.0
2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2016-03-19 07:12:04,1920.0,1080.0,211.0,329.0,12,1,DE,51.0,9.0
3.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,1.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,4.0,5.0,2.0,3.0,2016-09-12 04:32:43,360.0,640.0,10.0,289.0,15,1,DE,51.0,9.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-25 13:58:41,1600.0,900.0,5.0,8.0,13,1,DE,52.1,7.6167
4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,5.0,4.0,2.0,3.0,2016-11-23 06:51:27,1920.0,1080.0,2104.0,149.0,80,1,DE,50.7667,7.1833
1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,3.0,3.0,5.0,1.0,3.0,4.0,5.0,3.0,3.0,2017-12-19 14:19:32,360.0,640.0,19.0,465.0,18,1,DE,51.312,12.3077
1.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2016-11-05 15:26:36,360.0,640.0,4.0,231.0,11,1,DE,51.0,9.0
2.0,4.0,2.0,5.0,2.0,4.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,4.0,5.0,1.0,5.0,1.0,5.0,2017-06-01 08:32:56,1920.0,1080.0,2.0,443.0,7,1,DE,53.55,10.0
3.0,2.0,3.0,3.0,3.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,5.0,1.0,3.0,2018-06-14 05:17:25,1280.0,720.0,8.0,183.0,12,1,DE,50.9833,12.45
3.0,3.0,3.0,2.0,5.0,2.0,3.0,1.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,5.0,1.0,3.0,1.0,4.0,5.0,2.0,5.0,1.0,5.0,2018-07-31 10:16:50,1600.0,900.0,4.0,181.0,18,1,DE,52.5167,13.4
1.0,5.0,1.0,5.0,1.0,4.0,3.0,5.0,2.0,1.0,3.0,5.0,5.0,1.0,4.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,2018-02-10 10:52:17,320.0,568.0,22.0,176.0,13,1,DE,50.0,8.2711
2.0,3.0,2.0,4.0,4.0,1.0,5.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,4.0,4.0,3.0,5.0,1.0,2.0,4.0,4.0,2017-12-07 11:02:33,1368.0,912.0,56.0,441.0,25,1,DE,51.0,9.0
4.0,2.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,5.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,2018-11-03 08:51:54,1280.0,800.0,4.0,167.0,13,1,DE,53.1094,8.7814
5.0,1.0,5.0,1.0,4.0,2.0,4.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,5.0,2016-03-25 09:36:19,1920.0,1080.0,22.0,352.0,16,1,DE,53.55,10.0
4.0,2.0,4.0,2.0,4.0,3.0,3.0,5.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,5.0,1.0,5.0,3.0,5.0,2018-06-12 01:23:37,1920.0,1080.0,14.0,209.0,17,1,DE,52.5167,13.4
2.0,1.0,3.0,2.0,4.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,2.0,3.0,5.0,1.0,5.0,1.0,4.0,2018-03-09 11:02:55,1366.0,768.0,15.0,146.0,8,1,DE,51.0,9.0
4.0,1.0,5.0,1.0,5.0,3.0,4.0,4.0,5.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,4.0,2.0,5.0,1.0,4.0,1.0,4.0,2017-12-23 15:45:06,360.0,640.0,9.0,286.0,6,1,DE,51.7171,8.7417
2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2018-05-09 08:21:54,1920.0,1080.0,87.0,204.0,15,1,DE,50.1167,8.6833
3.0,3.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,1.0,5.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,1.0,4.0,2018-07-17 13:57:45,360.0,640.0,23.0,366.0,15,1,DE,51.3246,6.2329
3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,2017-08-21 13:54:57,1366.0,768.0,2.0,258.0,15,1,DE,51.7327,8.6885
1.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,5.0,1.0,4.0,2.0,4.0,2018-01-01 03:11:22,1440.0,900.0,3.0,207.0,9,1,DE,49.4478,11.0683
1.0,4.0,2.0,4.0,1.0,4.0,3.0,5.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2018-05-27 08:46:04,1680.0,1050.0,6.0,440.0,22,1,DE,48.15,11.5833
1.0,1.0,2.0,5.0,1.0,5.0,3.0,5.0,2.0,5.0,3.0,2.0,1.0,3.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,2017-11-12 23:20:07,360.0,640.0,50.0,527.0,14,1,DE,51.0,9.0
3.0,2.0,3.0,2.0,4.0,1.0,4.0,1.0,5.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,5.0,1.0,4.0,1.0,4.0,2017-06-19 03:46:04,1920.0,1080.0,5.0,161.0,12,1,DE,51.0,9.0
4.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,5.0,2.0,5.0,1.0,2.0,5.0,5.0,3.0,2.0,5.0,1.0,4.0,1.0,5.0,2017-05-03 16:27:04,1280.0,800.0,2.0,95.0,6,1,DE,50.7,12.8833
2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,2016-06-01 14:39:19,1920.0,1080.0,2.0,180.0,9,1,DE,48.7667,9.1833
3.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,5.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,2016-12-28 15:37:23,375.0,667.0,2.0,253.0,284,1,DE,50.8098,8.7773
1.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,0.0,4.0,2.0,4.0,1.0,5.0,2.0,4.0,2.0,5.0,5.0,1.0,5.0,3.0,5.0,3.0,4.0,2018-08-10 14:40:47,1829.0,1029.0,65.0,271.0,16,1,DE,47.6667,9.1833
2.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,5.0,2.0,5.0,2018-05-21 05:07:01,2133.0,1200.0,4.0,180.0,14,1,DE,47.5667,9.6667
3.0,4.0,2.0,5.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,2.0,5.0,2.0,5.0,1.0,4.0,2018-06-14 12:11:15,360.0,640.0,13.0,234.0,7,1,DE,51.0,9.0
2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,2016-04-09 12:47:03,320.0,568.0,7.0,223.0,19,1,DE,48.1171,11.5393
2.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2016-10-25 21:01:23,1745.0,982.0,5.0,161.0,14,1,DE,49.4833,7.6333
3.0,2.0,4.0,2.0,4.0,2.0,0.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,5.0,1.0,5.0,1.0,4.0,2018-04-11 05:44:43,1920.0,1080.0,9.0,179.0,10,1,DE,51.0,9.0
1.0,5.0,1.0,5.0,1.0,4.0,3.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0,2018-01-02 08:55:41,1600.0,900.0,33.0,230.0,15,1,DE,47.7177,10.2989
1.0,5.0,1.0,4.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,1.0,4.0,2018-08-27 14:08:27,1280.0,800.0,14.0,170.0,13,1,DE,51.0,9.0
4.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,1.0,5.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,2017-08-10 11:57:20,1920.0,1080.0,4.0,285.0,16,1,DE,49.1839,7.6134
3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,5.0,2.0,4.0,2.0,5.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2018-02-18 07:12:27,1440.0,900.0,8.0,188.0,11,1,DE,51.0,9.0
1.0,4.0,3.0,4.0,3.0,1.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,2016-09-14 05:14:02,1920.0,1080.0,90.0,861.0,19,1,DE,51.0,9.0
2.0,4.0,2.0,4.0,1.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,2018-02-25 14:06:11,1280.0,800.0,2.0,120.0,12,1,DE,51.0,9.0
2.0,4.0,3.0,4.0,2.0,1.0,5.0,4.0,5.0,1.0,4.0,2.0,1.0,2.0,2.0,5.0,2.0,5.0,1.0,5.0,5.0,2.0,4.0,2.0,5.0,2016-11-15 15:01:06,1366.0,768.0,8.0,177.0,13,1,DE,51.0,9.0
3.0,1.0,3.0,3.0,4.0,4.0,2.0,5.0,2.0,4.0,1.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,5.0,2.0,4.0,2016-05-11 11:13:25,360.0,640.0,15.0,133.0,7,1,DE,48.15,11.5833
4.0,2.0,3.0,2.0,5.0,1.0,5.0,5.0,3.0,4.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,3.0,2.0,4.0,2.0,4.0,2016-04-11 08:28:36,1280.0,720.0,4.0,255.0,10,1,DE,52.65,8.1167
2.0,3.0,2.0,3.0,4.0,5.0,1.0,4.0,3.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,5.0,3.0,5.0,5.0,1.0,5.0,1.0,5.0,2018-03-31 06:28:23,1366.0,768.0,21.0,267.0,15,1,DE,48.6035,11.7728
3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,1.0,4.0,2.0,4.0,2018-10-14 15:27:35,414.0,736.0,11.0,185.0,9,1,DE,51.0,9.0
3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,1.0,5.0,1.0,4.0,2018-02-14 08:08:08,1920.0,1080.0,5.0,215.0,18,1,DE,52.5167,13.4
1.0,5.0,1.0,5.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,1.0,4.0,2017-02-06 10:18:57,1366.0,768.0,160.0,161.0,5,1,DE,51.0,9.0
3.0,1.0,5.0,1.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,5.0,2.0,4.0,4.0,5.0,1.0,5.0,1.0,4.0,5.0,1.0,4.0,1.0,4.0,2017-09-17 14:29:30,414.0,736.0,221.0,223.0,31591,1,DE,48.15,11.5833
5.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,1.0,5.0,2.0,2.0,3.0,1.0,4.0,2016-03-08 11:35:03,1366.0,768.0,85110.0,410.0,24,1,DE,50.4333,7.5667
1.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,2017-02-13 03:28:21,375.0,667.0,4.0,225.0,17,1,DE,51.0,9.0
1.0,4.0,3.0,5.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,1.0,4.0,1.0,2.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,2017-01-01 14:47:03,360.0,640.0,4.0,218.0,15,1,DE,51.0,9.0
4.0,5.0,2.0,2.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,2.0,3.0,5.0,4.0,2.0,0.0,3.0,5.0,1.0,3.0,2017-01-19 09:40:31,360.0,640.0,8.0,197.0,11,1,DE,51.0,9.0
1.0,1.0,4.0,5.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,5.0,1.0,5.0,2018-09-26 11:37:51,1920.0,1080.0,6.0,217.0,11,1,DE,51.0,9.0
2.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,5.0,1.0,5.0,1.0,4.0,2017-07-23 14:52:11,1280.0,768.0,12.0,285.0,24,1,DE,51.0,9.0
1.0,4.0,1.0,5.0,1.0,4.0,5.0,4.0,3.0,2.0,2.0,5.0,4.0,5.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,5.0,1.0,2.0,2018-05-30 12:19:51,1920.0,1080.0,11.0,327.0,22,1,DE,50.1104,8.6718
2.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,2.0,4.0,1.0,4.0,1.0,4.0,2018-06-25 08:09:22,1366.0,768.0,3.0,471.0,16,1,DE,51.312,12.3077
